SK_ID_CURR,TARGET
100001,0.9424719901806331
100005,0.9389263926121412
100013,0.9320163140669657
100028,0.9363857785049955
100038,0.9322729974704717
100042,0.929561952814923
100057,0.9321489942225039
100065,0.942675262327256
100066,0.9426751264332466
100067,0.9319396797594288
100074,0.9977212529242584
100090,0.9389378971125157
100091,0.9390290265413228
100092,0.9320878914654568
100106,0.9428264063187997
100107,0.9297915201078626
100109,0.9321337211905056
100117,0.9973122896712653
100128,0.934065176932294
100141,0.9322544173819737
100150,0.9367679518107885
100168,0.9417460922803209
100169,0.9974729088085544
100170,0.942545002071174
100171,0.4919314181285338
100172,0.9390004607501982
100184,0.9976911184971577
100187,0.9419052210911479
100212,0.9321744022226099
100222,0.9322882018930386
100223,0.9426336596178629
100232,0.9389634003993126
100241,0.9390096741152474
100245,0.5105217807531018
100253,0.9296512661720941
100256,0.9299016580076845
100271,0.9973150940807344
100278,0.9420630063839547
100280,0.9322758881100981
100306,0.9422659157411721
100311,0.9390034185126702
100312,0.997692817142348
100330,0.9353151021508264
100331,0.9360339737450544
100352,0.9321686885939066
100358,0.9425381599367167
100367,0.9353384935865384
100382,0.92987976693209
100384,0.9412896511993579
100385,0.9322185021795878
100386,0.9389696807738853
100399,0.94180886747507
100404,0.9366966868857548
100416,0.9320226527006299
100422,0.9389513006293566
100426,0.9320040349029877
100438,0.9368145369718754
100444,0.997580498492235
100445,0.9407348634676557
100446,0.9322742973140963
100447,0.9975776069133764
100450,0.9975753362424634
100466,0.938874732526033
100483,0.9389447496878391
100484,0.9418419390630735
100494,0.9370864841376975
100510,0.9356044218479582
100512,0.997492815636413
100517,0.9425105383323794
100548,0.9976961662706991
100551,0.9994545174775261
100552,0.9321994640518095
100553,0.929419078073329
100561,0.9297935452565939
100568,0.9369037224930753
100569,0.9389621724574556
100591,0.9323990460662173
100592,0.9974891256932444
100602,0.9389721741729209
100607,0.9353869553218104
100613,0.9975767206311791
100617,0.9389747040582869
100618,0.9323783560496024
100622,0.9426346503298133
100625,0.9393906767599556
100677,0.9366675147661433
100699,0.9298758778041728
100702,0.9420041092959336
100711,0.9368513915402692
100729,0.9389885698546381
100740,0.9389688124991877
100744,0.939014761721585
100745,0.9389265649761791
100747,0.9300726197337462
100751,0.9367914497615736
100752,0.9297252042645219
100753,0.93626352669162
100754,0.9305780883184571
100760,0.938904530666435
100762,0.9389271124016669
100763,0.9352626278748537
100765,0.9298110934693754
100770,0.9340292704372193
100772,0.9322368272674315
100777,0.9322956536858481
100791,0.9352398956499862
100792,0.9366372518699014
100797,0.9391084027527056
100823,0.9322195080298561
100826,0.9390531505141152
100830,0.997578020424582
100836,0.9389603350510582
100872,0.9394400498963322
100910,0.9353770916736718
100913,0.9974747974419446
100918,0.9347344320565056
100931,0.935213545289939
100952,0.9362227267759253
100953,0.9975806309280252
100965,0.9322457032179534
100970,0.997576826650026
100982,0.9389349223786752
100983,0.9354028217987861
100984,0.9421637429397025
100987,0.9322389811368597
100997,0.9389770343652978
100998,0.9322056181560849
101002,0.9389472905559003
101005,0.9390269280799067
101008,0.9391258047240766
101020,0.9402481906591976
101021,0.9389253387204058
101024,0.935647891580777
101025,0.9362711700122963
101026,0.9389528820942471
101031,0.9974898877813987
101041,0.9367970440004577
101051,0.9422075490132265
101055,0.9368183039820612
101056,0.9363057620490576
101057,0.9322053054887343
101064,0.9973126784888986
101079,0.9300478226938486
101087,0.9327031439366388
101090,0.9974782734171761
101092,0.9389193970452743
101097,0.9389551121030042
101099,0.9974838832731653
101107,0.9389855034149229
101118,0.9389301691282371
101125,0.9322401122508249
101126,0.9388450016153768
101128,0.9420044042157463
101136,0.9363745885895939
101140,0.9388836326014953
101149,0.997503163380283
101160,0.9977111673892247
101169,0.9323227874854317
101181,0.942861298902426
101186,0.9321247794988561
101190,0.9320752186316148
101193,0.9390136354319673
101194,0.9296989363747356
101198,0.9417439984334416
101200,0.9416803241557687
101204,0.9321780345202353
101211,0.9975802652116744
101213,0.9388703505502559
101223,0.9418219443965529
101225,0.932591418603706
101237,0.9973153396493072
101243,0.9975780202151202
101244,0.9389576793081168
101258,0.997577366265262
101259,0.9426802695716785
101268,0.9419698087977227
101269,0.9443151556946962
101271,0.9449920128917537
101279,0.9975751749989115
101281,0.9975839004554806
101287,0.940585823717251
101292,0.997597104719279
101294,0.9368656045014803
101296,0.9973130204351669
101297,0.9390148890246109
101299,0.9295028771756995
101301,0.9390446732668288
101305,0.9975748360054154
101308,0.9531725472525807
101318,0.9974848164185699
101327,0.9298769753585755
101329,0.9389845717384752
101332,0.9973125772936497
101337,0.9388672291546829
101343,0.9365069090061547
101345,0.9389067446990722
101346,0.9321151655668766
101353,0.997485817056591
101354,0.9389420099903992
101355,0.48388054244715645
101356,0.9974800369833569
101362,0.9426205927195186
101363,0.9425974139256496
101365,0.9389198677100562
101366,0.9390189054235761
101367,0.939086585998775
101368,0.9299145074842122
101374,0.936893341213392
101380,0.9654159410400579
101383,0.9972007588940425
101398,0.9976973050279886
101399,0.0021010209214916875
101401,0.9355931285962975
101412,0.9389495118086788
101426,0.932211102413143
101427,0.9391186094164088
101428,0.9288549232005314
101429,0.9977018246308178
101434,0.9368673681437699
101440,0.9390043736061895
101448,0.9389425527059642
101449,0.9367363252908306
101465,0.9368469784094814
101467,0.935358810547427
101472,0.9390127775213349
101478,0.9976984989603821
101497,0.9297994493944826
101504,0.9369212547575865
101547,0.9389144692613989
101548,0.9427997240678127
101555,0.9353129852814873
101570,0.9389710953193219
101572,0.9261902151172963
101578,0.9428869598910825
101580,0.9369411173816199
101588,0.932161845273028
101602,0.9439498398701155
101610,0.9362451556809326
101614,0.9388356128443335
101616,0.9389022833566177
101643,0.9322295981071588
101644,0.9353954683068908
101649,0.9296451098855181
101650,0.9368711473046294
101665,0.9974842687769241
101667,0.9427271973146029
101669,0.9976925947254915
101674,0.9364208076240093
101675,0.9389747867812898
101678,0.9388643532743358
101682,0.9369898790352766
101686,0.9389528391492646
101697,0.9389918197358429
101700,0.9430386520793606
101711,0.9974853638457671
101714,0.9974855593504118
101715,0.9389899598647969
101728,0.9286950711447723
101732,0.997578467700067
101757,0.997696173611665
101758,0.9355092095861841
101759,0.9389533619056345
101762,0.9427669602063113
101764,0.9367133880263364
101780,0.9418569406851482
101784,0.9478300960258115
101789,0.9320882537937728
101816,0.9975795208963765
101819,0.9293310060078398
101827,0.9974800968827081
101863,0.9364053447994418
101867,0.9389887843910484
101870,0.9415099871602907
101873,0.9239014632252964
101878,0.9322727564480338
101879,0.9972187000741226
101880,0.9321645277919942
101887,0.9389891428124868
101897,0.9977068417960981
101901,0.9349621408371195
101903,0.9341268510897417
101920,0.9299428128579132
101921,0.9424875270384162
101922,0.9975772589562351
101961,0.93628028982412
101962,0.9367256239518912
101971,0.9295302161946936
101976,0.9369485021192245
102002,0.9389766284848197
102005,0.9389812985660191
102007,0.9420167871691039
102017,0.9419381263956521
102019,0.9390702825510842
102029,0.9369303812969627
102051,0.9368900433619947
102052,0.936720713500871
102054,0.9322126486464923
102062,0.9389005655371262
102067,0.9974985762337437
102068,0.9298348807436524
102070,0.941839112549966
102090,0.9974913176957244
102092,0.9390469272795451
102099,0.9322695107056916
102100,0.935269864799147
102112,0.9391545129992993
102113,0.9389859589698671
102122,0.9301263577967357
102123,0.9367033613423511
102125,0.9972187692350778
102126,0.9322258411626876
102146,0.9322896109866391
102147,0.9388506459994109
102151,0.9320747593755303
102158,0.9390440200335994
102159,0.9423021149670769
102162,0.9321930322287377
102165,0.9299296604333591
102166,0.9389696489124582
